,tl,tm,tr,ml,mm,mr,bl,bm,br,result
2918,-,-,o,x,o,-,o,-,x,owin
2919,-,-,o,x,o,o,x,x,-,owin
2920,-,-,o,x,o,o,x,x,o,owin
2921,-,-,o,x,o,o,x,-,x,xwin
2922,-,-,o,x,o,o,x,-,-,xwin
2923,-,-,o,x,o,o,x,o,x,xwin
2924,-,-,o,x,o,o,-,x,x,owin
2925,-,-,o,x,o,o,-,x,-,owin
2926,-,-,o,x,o,o,-,-,x,xwin
2927,-,-,o,x,o,o,o,x,x,owin
2928,-,-,o,-,x,x,x,o,o,draw
2929,-,-,o,-,x,x,-,-,o,draw
2930,-,-,o,-,x,x,-,o,-,draw
2931,-,-,o,-,x,x,-,o,o,xwin
2932,-,-,o,-,x,x,o,x,o,xwin
2933,-,-,o,-,x,x,o,-,-,draw
2934,-,-,o,-,x,x,o,-,o,xwin
2935,-,-,o,-,x,x,o,o,x,xwin
2936,-,-,o,-,x,x,o,o,-,xwin
2937,-,-,o,-,x,-,x,-,o,owin
2938,-,-,o,-,x,-,x,o,-,draw
2939,-,-,o,-,x,-,x,o,o,draw
2940,-,-,o,-,x,-,-,x,o,owin
2941,-,-,o,-,x,-,-,-,-,draw
2942,-,-,o,-,x,-,-,-,o,draw
2943,-,-,o,-,x,-,-,o,x,draw
2944,-,-,o,-,x,-,-,o,-,draw
2945,-,-,o,-,x,-,o,x,-,draw
2946,-,-,o,-,x,-,o,x,o,xwin
2947,-,-,o,-,x,-,o,-,x,owin
2948,-,-,o,-,x,-,o,-,-,draw
2949,-,-,o,-,x,-,o,o,x,xwin
2950,-,-,o,-,x,o,x,x,o,owin
2951,-,-,o,-,x,o,x,-,-,owin
2952,-,-,o,-,x,o,x,-,o,owin
2953,-,-,o,-,x,o,x,o,x,draw
2954,-,-,o,-,x,o,x,o,-,draw
2955,-,-,o,-,x,o,-,x,-,owin
2956,-,-,o,-,x,o,-,x,o,owin
2957,-,-,o,-,x,o,-,-,x,draw
2958,-,-,o,-,x,o,-,-,-,draw
2959,-,-,o,-,x,o,-,o,x,xwin
2960,-,-,o,-,x,o,o,x,x,xwin
2961,-,-,o,-,x,o,o,x,-,xwin
2962,-,-,o,-,x,o,o,-,x,xwin
2963,-,-,o,-,-,x,x,-,o,owin
2964,-,-,o,-,-,x,x,o,-,owin
2965,-,-,o,-,-,x,x,o,o,xwin
2966,-,-,o,-,-,x,-,x,o,owin
2967,-,-,o,-,-,x,-,-,-,owin
2968,-,-,o,-,-,x,-,-,o,draw
2969,-,-,o,-,-,x,-,o,x,owin
2970,-,-,o,-,-,x,-,o,-,draw
2971,-,-,o,-,-,x,o,x,-,owin
2972,-,-,o,-,-,x,o,x,o,xwin
2973,-,-,o,-,-,x,o,-,x,owin
2974,-,-,o,-,-,x,o,-,-,draw
2975,-,-,o,-,-,x,o,o,x,xwin
2976,-,-,o,-,-,-,x,x,o,owin
2977,-,-,o,-,-,-,x,-,-,owin
2978,-,-,o,-,-,-,x,-,o,owin
2979,-,-,o,-,-,-,x,o,x,owin
2980,-,-,o,-,-,-,x,o,-,draw
2981,-,-,o,-,-,-,-,x,-,owin
2982,-,-,o,-,-,-,-,x,o,owin
2983,-,-,o,-,-,-,-,-,x,owin
2984,-,-,o,-,-,-,-,-,-,draw
2985,-,-,o,-,-,-,-,o,x,draw
2986,-,-,o,-,-,-,o,x,x,owin
2987,-,-,o,-,-,-,o,x,-,draw
2988,-,-,o,-,-,-,o,-,x,owin
2989,-,-,o,-,-,o,x,x,-,owin
2990,-,-,o,-,-,o,x,x,o,owin
2991,-,-,o,-,-,o,x,-,x,xwin
2992,-,-,o,-,-,o,x,-,-,xwin
2993,-,-,o,-,-,o,x,o,x,xwin
2994,-,-,o,-,-,o,-,x,x,xwin
2995,-,-,o,-,-,o,-,x,-,xwin
2996,-,-,o,-,-,o,-,-,x,xwin
2997,-,-,o,-,-,o,o,x,x,xwin
2998,-,-,o,-,o,x,x,x,o,owin
2999,-,-,o,-,o,x,x,-,-,owin
3000,-,-,o,-,o,x,x,-,o,draw
3001,-,-,o,-,o,x,x,o,x,owin
3002,-,-,o,-,o,x,x,o,-,draw
3003,-,-,o,-,o,x,-,x,-,owin
3004,-,-,o,-,o,x,-,x,o,owin
3005,-,-,o,-,o,x,-,-,x,owin
3006,-,-,o,-,o,x,-,-,-,owin
3007,-,-,o,-,o,x,-,o,x,owin
3008,-,-,o,-,o,x,o,x,x,owin
3009,-,-,o,-,o,x,o,x,-,owin
3010,-,-,o,-,o,x,o,-,x,owin
3011,-,-,o,-,o,-,x,x,-,owin
3012,-,-,o,-,o,-,x,x,o,owin
3013,-,-,o,-,o,-,x,-,x,draw
3014,-,-,o,-,o,-,x,-,-,draw
3015,-,-,o,-,o,-,x,o,x,draw
3016,-,-,o,-,o,-,-,x,x,owin
3017,-,-,o,-,o,-,-,x,-,owin
3018,-,-,o,-,o,-,-,-,x,draw
3019,-,-,o,-,o,-,o,x,x,owin
3020,-,-,o,-,o,o,x,x,x,xwin
3021,-,-,o,-,o,o,x,x,-,xwin
3022,-,-,o,-,o,o,x,-,x,xwin
3023,-,-,o,-,o,o,-,x,x,xwin
3024,-,-,o,o,x,x,x,-,o,draw
3025,-,-,o,o,x,x,x,o,-,draw
3026,-,-,o,o,x,x,x,o,o,draw
3027,-,-,o,o,x,x,-,x,o,draw
3028,-,-,o,o,x,x,-,-,-,owin
3029,-,-,o,o,x,x,-,-,o,draw
3030,-,-,o,o,x,x,-,o,x,owin
3031,-,-,o,o,x,x,-,o,-,draw
3032,-,-,o,o,x,x,o,x,-,owin
3033,-,-,o,o,x,x,o,x,o,xwin
3034,-,-,o,o,x,x,o,-,x,owin
3035,-,-,o,o,x,x,o,-,-,draw
3036,-,-,o,o,x,x,o,o,x,xwin
3037,-,-,o,o,x,-,x,x,o,owin
3038,-,-,o,o,x,-,x,-,-,draw
3039,-,-,o,o,x,-,x,-,o,draw
3040,-,-,o,o,x,-,x,o,x,draw
3041,-,-,o,o,x,-,x,o,-,draw
3042,-,-,o,o,x,-,-,x,-,draw
3043,-,-,o,o,x,-,-,x,o,xwin
3044,-,-,o,o,x,-,-,-,x,owin
3045,-,-,o,o,x,-,-,-,-,draw
3046,-,-,o,o,x,-,-,o,x,xwin
3047,-,-,o,o,x,-,o,x,x,owin
3048,-,-,o,o,x,-,o,x,-,xwin
3049,-,-,o,o,x,-,o,-,x,xwin
3050,-,-,o,o,x,o,x,x,-,owin
3051,-,-,o,o,x,o,x,x,o,owin
3052,-,-,o,o,x,o,x,-,x,xwin
3053,-,-,o,o,x,o,x,-,-,xwin
3054,-,-,o,o,x,o,x,o,x,xwin
3055,-,-,o,o,x,o,-,x,x,xwin
3056,-,-,o,o,x,o,-,x,-,xwin
3057,-,-,o,o,x,o,-,-,x,xwin
3058,-,-,o,o,x,o,o,x,x,xwin
3059,-,-,o,o,-,x,x,x,o,owin
3060,-,-,o,o,-,x,x,-,-,draw
3061,-,-,o,o,-,x,x,-,o,draw
3062,-,-,o,o,-,x,x,o,x,owin
3063,-,-,o,o,-,x,x,o,-,draw
3064,-,-,o,o,-,x,-,x,-,owin
3065,-,-,o,o,-,x,-,x,o,draw
3066,-,-,o,o,-,x,-,-,x,owin
3067,-,-,o,o,-,x,-,-,-,draw
3068,-,-,o,o,-,x,-,o,x,owin
3069,-,-,o,o,-,x,o,x,x,owin
3070,-,-,o,o,-,x,o,x,-,owin
3071,-,-,o,o,-,x,o,-,x,owin
3072,-,-,o,o,-,-,x,x,-,owin
3073,-,-,o,o,-,-,x,x,o,owin
3074,-,-,o,o,-,-,x,-,x,draw
3075,-,-,o,o,-,-,x,-,-,draw
3076,-,-,o,o,-,-,x,o,x,draw
3077,-,-,o,o,-,-,-,x,x,owin
3078,-,-,o,o,-,-,-,x,-,draw
3079,-,-,o,o,-,-,-,-,x,draw
3080,-,-,o,o,-,-,o,x,x,owin
3081,-,-,o,o,-,o,x,x,x,xwin
3082,-,-,o,o,-,o,x,x,-,xwin
3083,-,-,o,o,-,o,x,-,x,xwin
3084,-,-,o,o,-,o,-,x,x,xwin
3085,-,-,o,o,o,x,x,x,-,draw
3086,-,-,o,o,o,x,x,x,o,draw
3087,-,-,o,o,o,x,x,-,x,draw
3088,-,-,o,o,o,x,x,-,-,draw
3089,-,-,o,o,o,x,x,o,x,draw
3090,-,-,o,o,o,x,-,x,x,owin
3091,-,-,o,o,o,x,-,x,-,draw
3092,-,-,o,o,o,x,-,-,x,draw
3093,-,-,o,o,o,x,o,x,x,owin
3094,-,-,o,o,o,-,x,x,x,xwin
3095,-,-,o,o,o,-,x,x,-,xwin
3096,-,-,o,o,o,-,x,-,x,xwin
3097,-,-,o,o,o,-,-,x,x,xwin
3098,-,o,x,x,x,-,-,o,o,owin
3099,-,o,x,x,x,-,o,-,o,owin
3100,-,o,x,x,x,-,o,o,-,owin
3101,-,o,x,x,x,-,o,o,o,owin
3102,-,o,x,x,x,o,x,o,o,xwin
3103,-,o,x,x,x,o,-,-,o,draw
3104,-,o,x,x,x,o,-,o,-,draw
3105,-,o,x,x,x,o,-,o,o,xwin
3106,-,o,x,x,x,o,o,x,o,draw
3107,-,o,x,x,x,o,o,-,-,draw
3108,-,o,x,x,x,o,o,-,o,draw
3109,-,o,x,x,x,o,o,o,x,draw
3110,-,o,x,x,x,o,o,o,-,draw
3111,-,o,x,x,-,x,-,o,o,owin
3112,-,o,x,x,-,x,o,-,o,owin
3113,-,o,x,x,-,x,o,o,-,owin
3114,-,o,x,x,-,x,o,o,o,owin
3115,-,o,x,x,-,-,x,o,o,owin
3116,-,o,x,x,-,-,-,-,o,owin
3117,-,o,x,x,-,-,-,o,-,owin
3118,-,o,x,x,-,-,-,o,o,owin
3119,-,o,x,x,-,-,o,x,o,draw
3120,-,o,x,x,-,-,o,-,-,owin
3121,-,o,x,x,-,-,o,-,o,draw
3122,-,o,x,x,-,-,o,o,x,owin
3123,-,o,x,x,-,-,o,o,-,owin
3124,-,o,x,x,-,o,x,-,o,xwin
3125,-,o,x,x,-,o,x,o,-,owin
3126,-,o,x,x,-,o,x,o,o,xwin
3127,-,o,x,x,-,o,-,x,o,draw
3128,-,o,x,x,-,o,-,-,-,draw
3129,-,o,x,x,-,o,-,-,o,xwin
3130,-,o,x,x,-,o,-,o,x,owin
3131,-,o,x,x,-,o,-,o,-,draw
3132,-,o,x,x,-,o,o,x,-,draw
3133,-,o,x,x,-,o,o,x,o,draw
3134,-,o,x,x,-,o,o,-,x,draw
3135,-,o,x,x,-,o,o,-,-,draw
3136,-,o,x,x,-,o,o,o,x,draw
3137,-,o,x,x,o,x,x,o,o,owin
3138,-,o,x,x,o,x,-,-,o,owin
3139,-,o,x,x,o,x,-,o,-,owin
3140,-,o,x,x,o,x,-,o,o,owin
3141,-,o,x,x,o,x,o,x,o,owin
3142,-,o,x,x,o,x,o,-,-,owin
3143,-,o,x,x,o,x,o,-,o,owin
3144,-,o,x,x,o,x,o,o,-,owin
3145,-,o,x,x,o,-,x,-,o,owin
3146,-,o,x,x,o,-,x,o,-,owin
3147,-,o,x,x,o,-,x,o,o,owin
3148,-,o,x,x,o,-,-,x,o,owin
3149,-,o,x,x,o,-,-,-,-,owin
3150,-,o,x,x,o,-,-,-,o,owin
3151,-,o,x,x,o,-,-,o,x,owin
3152,-,o,x,x,o,-,-,o,-,owin
3153,-,o,x,x,o,-,o,x,-,draw
3154,-,o,x,x,o,-,o,x,o,draw
3155,-,o,x,x,o,-,o,-,x,owin
3156,-,o,x,x,o,-,o,-,-,draw
3157,-,o,x,x,o,-,o,o,x,owin
3158,-,o,x,x,o,o,x,x,o,owin
3159,-,o,x,x,o,o,x,-,-,owin
3160,-,o,x,x,o,o,x,-,o,xwin
3161,-,o,x,x,o,o,x,o,x,owin
3162,-,o,x,x,o,o,x,o,-,owin
3163,-,o,x,x,o,o,-,x,-,draw
3164,-,o,x,x,o,o,-,x,o,draw
3165,-,o,x,x,o,o,-,-,x,owin
3166,-,o,x,x,o,o,-,-,-,draw
3167,-,o,x,x,o,o,-,o,x,owin
3168,-,o,x,x,o,o,o,x,x,draw
3169,-,o,x,x,o,o,o,x,-,draw
3170,-,o,x,x,o,o,o,-,x,draw
3171,-,o,x,-,x,x,-,o,o,owin
3172,-,o,x,-,x,x,o,-,o,owin
3173,-,o,x,-,x,x,o,o,-,owin
3174,-,o,x,-,x,x,o,o,o,owin
3175,-,o,x,-,x,-,x,o,o,xwin
3176,-,o,x,-,x,-,-,-,o,draw
3177,-,o,x,-,x,-,-,o,-,xwin
3178,-,o,x,-,x,-,-,o,o,xwin
3179,-,o,x,-,x,-,o,x,o,draw
3180,-,o,x,-,x,-,o,-,-,draw
3181,-,o,x,-,x,-,o,-,o,draw
3182,-,o,x,-,x,-,o,o,x,xwin
3183,-,o,x,-,x,-,o,o,-,xwin
3184,-,o,x,-,x,o,x,-,o,xwin
3185,-,o,x,-,x,o,x,o,-,xwin
3186,-,o,x,-,x,o,x,o,o,xwin
3187,-,o,x,-,x,o,-,x,o,draw
3188,-,o,x,-,x,o,-,-,-,draw
3189,-,o,x,-,x,o,-,-,o,xwin
3190,-,o,x,-,x,o,-,o,x,xwin
3191,-,o,x,-,x,o,-,o,-,xwin
3192,-,o,x,-,x,o,o,x,-,draw
3193,-,o,x,-,x,o,o,x,o,draw
3194,-,o,x,-,x,o,o,-,x,draw
3195,-,o,x,-,x,o,o,-,-,draw
3196,-,o,x,-,x,o,o,o,x,xwin
3197,-,o,x,-,-,x,x,o,o,owin
3198,-,o,x,-,-,x,-,-,o,owin
3199,-,o,x,-,-,x,-,o,-,owin
3200,-,o,x,-,-,x,-,o,o,owin
3201,-,o,x,-,-,x,o,x,o,owin
3202,-,o,x,-,-,x,o,-,-,owin
3203,-,o,x,-,-,x,o,-,o,owin
3204,-,o,x,-,-,x,o,o,x,xwin
3205,-,o,x,-,-,x,o,o,-,xwin
3206,-,o,x,-,-,-,x,-,o,owin
3207,-,o,x,-,-,-,x,o,-,owin
3208,-,o,x,-,-,-,x,o,o,xwin
3209,-,o,x,-,-,-,-,x,o,draw
3210,-,o,x,-,-,-,-,-,-,draw
3211,-,o,x,-,-,-,-,-,o,draw
3212,-,o,x,-,-,-,-,o,x,owin
3213,-,o,x,-,-,-,-,o,-,xwin
3214,-,o,x,-,-,-,o,x,-,draw
3215,-,o,x,-,-,-,o,x,o,draw
3216,-,o,x,-,-,-,o,-,x,draw
3217,-,o,x,-,-,-,o,-,-,draw
3218,-,o,x,-,-,-,o,o,x,xwin
3219,-,o,x,-,-,o,x,x,o,owin
3220,-,o,x,-,-,o,x,-,-,owin
3221,-,o,x,-,-,o,x,-,o,xwin
3222,-,o,x,-,-,o,x,o,x,owin
3223,-,o,x,-,-,o,x,o,-,xwin
3224,-,o,x,-,-,o,-,x,-,draw
3225,-,o,x,-,-,o,-,x,o,draw
3226,-,o,x,-,-,o,-,-,x,owin
3227,-,o,x,-,-,o,-,-,-,draw
3228,-,o,x,-,-,o,-,o,x,xwin
3229,-,o,x,-,-,o,o,x,x,owin
3230,-,o,x,-,-,o,o,x,-,draw
3231,-,o,x,-,-,o,o,-,x,draw
3232,-,o,x,-,o,x,x,-,o,owin
3233,-,o,x,-,o,x,x,o,-,owin
3234,-,o,x,-,o,x,x,o,o,owin
3235,-,o,x,-,o,x,-,x,o,owin
3236,-,o,x,-,o,x,-,-,-,owin
3237,-,o,x,-,o,x,-,-,o,owin
3238,-,o,x,-,o,x,-,o,-,owin
3239,-,o,x,-,o,x,o,x,-,draw
3240,-,o,x,-,o,x,o,x,o,draw
3241,-,o,x,-,o,x,o,-,x,xwin
3242,-,o,x,-,o,x,o,-,-,xwin
3243,-,o,x,-,o,-,x,x,o,owin
3244,-,o,x,-,o,-,x,-,-,owin
3245,-,o,x,-,o,-,x,-,o,owin
3246,-,o,x,-,o,-,x,o,x,owin
3247,-,o,x,-,o,-,x,o,-,owin
3248,-,o,x,-,o,-,-,x,-,draw
3249,-,o,x,-,o,-,-,x,o,draw
3250,-,o,x,-,o,-,-,-,x,owin
3251,-,o,x,-,o,-,-,-,-,draw
3252,-,o,x,-,o,-,-,o,x,owin
3253,-,o,x,-,o,-,o,x,x,draw
3254,-,o,x,-,o,-,o,x,-,draw
3255,-,o,x,-,o,-,o,-,x,xwin
3256,-,o,x,-,o,o,x,x,-,owin
3257,-,o,x,-,o,o,x,x,o,owin
3258,-,o,x,-,o,o,x,-,x,owin
3259,-,o,x,-,o,o,x,-,-,owin
3260,-,o,x,-,o,o,x,o,x,owin
3261,-,o,x,-,o,o,-,x,x,owin
3262,-,o,x,-,o,o,-,x,-,draw
3263,-,o,x,-,o,o,-,-,x,owin
3264,-,o,x,-,o,o,o,x,x,draw
3265,-,o,x,o,x,x,x,o,o,xwin
3266,-,o,x,o,x,x,-,-,o,owin
3267,-,o,x,o,x,x,-,o,-,xwin
3268,-,o,x,o,x,x,-,o,o,xwin
3269,-,o,x,o,x,x,o,x,o,owin
3270,-,o,x,o,x,x,o,-,-,owin
3271,-,o,x,o,x,x,o,-,o,owin
3272,-,o,x,o,x,x,o,o,x,xwin
3273,-,o,x,o,x,x,o,o,-,xwin
3274,-,o,x,o,x,-,x,-,o,xwin
3275,-,o,x,o,x,-,x,o,-,xwin
3276,-,o,x,o,x,-,x,o,o,xwin
3277,-,o,x,o,x,-,-,x,o,draw
3278,-,o,x,o,x,-,-,-,-,draw
3279,-,o,x,o,x,-,-,-,o,xwin
3280,-,o,x,o,x,-,-,o,x,xwin
3281,-,o,x,o,x,-,-,o,-,xwin
3282,-,o,x,o,x,-,o,x,-,owin
3283,-,o,x,o,x,-,o,x,o,draw
3284,-,o,x,o,x,-,o,-,x,owin
3285,-,o,x,o,x,-,o,-,-,draw
3286,-,o,x,o,x,-,o,o,x,xwin
3287,-,o,x,o,x,o,x,x,o,xwin
3288,-,o,x,o,x,o,x,-,-,xwin
3289,-,o,x,o,x,o,x,-,o,xwin
3290,-,o,x,o,x,o,x,o,x,xwin
3291,-,o,x,o,x,o,x,o,-,xwin
3292,-,o,x,o,x,o,-,x,-,draw
3293,-,o,x,o,x,o,-,x,o,xwin
3294,-,o,x,o,x,o,-,-,x,xwin
3295,-,o,x,o,x,o,-,-,-,xwin
3296,-,o,x,o,x,o,-,o,x,xwin
3297,-,o,x,o,x,o,o,x,x,owin
3298,-,o,x,o,x,o,o,x,-,draw
3299,-,o,x,o,x,o,o,-,x,xwin
3300,-,o,x,o,-,x,x,-,o,owin
3301,-,o,x,o,-,x,x,o,-,owin
3302,-,o,x,o,-,x,x,o,o,xwin
3303,-,o,x,o,-,x,-,x,o,owin
3304,-,o,x,o,-,x,-,-,-,owin
3305,-,o,x,o,-,x,-,-,o,owin
3306,-,o,x,o,-,x,-,o,x,xwin
3307,-,o,x,o,-,x,-,o,-,xwin
3308,-,o,x,o,-,x,o,x,-,owin
3309,-,o,x,o,-,x,o,x,o,draw
3310,-,o,x,o,-,x,o,-,x,xwin
3311,-,o,x,o,-,x,o,-,-,xwin
3312,-,o,x,o,-,x,o,o,x,xwin
3313,-,o,x,o,-,-,x,x,o,owin
3314,-,o,x,o,-,-,x,-,-,owin
3315,-,o,x,o,-,-,x,-,o,xwin
3316,-,o,x,o,-,-,x,o,x,owin
3317,-,o,x,o,-,-,x,o,-,xwin
3318,-,o,x,o,-,-,-,x,-,draw
3319,-,o,x,o,-,-,-,x,o,draw
3320,-,o,x,o,-,-,-,-,x,xwin
3321,-,o,x,o,-,-,-,-,-,xwin
3322,-,o,x,o,-,-,-,o,x,xwin
3323,-,o,x,o,-,-,o,x,x,owin
3324,-,o,x,o,-,-,o,x,-,draw
3325,-,o,x,o,-,-,o,-,x,xwin
3326,-,o,x,o,-,o,x,x,-,owin
3327,-,o,x,o,-,o,x,x,o,xwin
3328,-,o,x,o,-,o,x,-,x,owin
3329,-,o,x,o,-,o,x,-,-,xwin
3330,-,o,x,o,-,o,x,o,x,xwin
3331,-,o,x,o,-,o,-,x,x,owin
3332,-,o,x,o,-,o,-,x,-,draw
3333,-,o,x,o,-,o,-,-,x,xwin
3334,-,o,x,o,-,o,o,x,x,owin
3335,-,o,x,o,o,x,x,x,o,owin
3336,-,o,x,o,o,x,x,-,-,owin
3337,-,o,x,o,o,x,x,-,o,owin
3338,-,o,x,o,o,x,x,o,-,owin
3339,-,o,x,o,o,x,-,x,-,draw
3340,-,o,x,o,o,x,-,x,o,draw
3341,-,o,x,o,o,x,-,-,x,xwin
3342,-,o,x,o,o,x,-,-,-,xwin
3343,-,o,x,o,o,x,o,x,x,xwin
3344,-,o,x,o,o,x,o,x,-,xwin
3345,-,o,x,o,o,x,o,-,x,xwin
3346,-,o,x,o,o,-,x,x,-,owin
3347,-,o,x,o,o,-,x,x,o,owin
3348,-,o,x,o,o,-,x,-,x,owin
3349,-,o,x,o,o,-,x,-,-,owin
3350,-,o,x,o,o,-,x,o,x,owin
3351,-,o,x,o,o,-,-,x,x,owin
3352,-,o,x,o,o,-,-,x,-,draw
3353,-,o,x,o,o,-,-,-,x,xwin
3354,-,o,x,o,o,-,o,x,x,xwin
3355,-,o,x,o,o,o,x,x,-,owin
3356,-,o,x,o,o,o,x,-,x,owin
3357,-,o,x,o,o,o,-,x,x,owin
3358,-,o,-,x,x,x,-,o,o,xwin
3359,-,o,-,x,x,x,o,-,o,xwin
3360,-,o,-,x,x,x,o,o,-,xwin
3361,-,o,-,x,x,-,x,o,o,xwin
3362,-,o,-,x,x,-,-,-,o,draw
3363,-,o,-,x,x,-,-,o,-,xwin
3364,-,o,-,x,x,-,-,o,o,xwin
3365,-,o,-,x,x,-,o,x,o,draw
3366,-,o,-,x,x,-,o,-,-,draw
3367,-,o,-,x,x,-,o,-,o,xwin
3368,-,o,-,x,x,-,o,o,x,xwin
3369,-,o,-,x,x,-,o,o,-,xwin
3370,-,o,-,x,x,o,x,-,o,owin
3371,-,o,-,x,x,o,x,o,-,xwin
3372,-,o,-,x,x,o,x,o,o,xwin
3373,-,o,-,x,x,o,-,x,o,owin
3374,-,o,-,x,x,o,-,-,-,owin
3375,-,o,-,x,x,o,-,-,o,draw
3376,-,o,-,x,x,o,-,o,x,draw
3377,-,o,-,x,x,o,-,o,-,xwin
3378,-,o,-,x,x,o,o,x,-,owin
3379,-,o,-,x,x,o,o,x,o,draw
3380,-,o,-,x,x,o,o,-,x,draw
3381,-,o,-,x,x,o,o,-,-,draw
3382,-,o,-,x,x,o,o,o,x,xwin
3383,-,o,-,x,-,x,x,o,o,owin
3384,-,o,-,x,-,x,-,-,o,owin
3385,-,o,-,x,-,x,-,o,-,owin
3386,-,o,-,x,-,x,-,o,o,xwin
3387,-,o,-,x,-,x,o,x,o,owin
3388,-,o,-,x,-,x,o,-,-,owin
3389,-,o,-,x,-,x,o,-,o,xwin
3390,-,o,-,x,-,x,o,o,x,owin
3391,-,o,-,x,-,x,o,o,-,xwin
3392,-,o,-,x,-,-,x,-,o,owin
3393,-,o,-,x,-,-,x,o,-,owin
3394,-,o,-,x,-,-,x,o,o,xwin
3395,-,o,-,x,-,-,-,x,o,owin
3396,-,o,-,x,-,-,-,-,-,owin
3397,-,o,-,x,-,-,-,-,o,draw
3398,-,o,-,x,-,-,-,o,x,owin
3399,-,o,-,x,-,-,-,o,-,xwin
3400,-,o,-,x,-,-,o,x,-,owin
3401,-,o,-,x,-,-,o,x,o,draw
3402,-,o,-,x,-,-,o,-,x,owin
3403,-,o,-,x,-,-,o,-,-,draw
3404,-,o,-,x,-,-,o,o,x,xwin
3405,-,o,-,x,-,o,x,x,o,owin
3406,-,o,-,x,-,o,x,-,-,owin
3407,-,o,-,x,-,o,x,-,o,xwin
3408,-,o,-,x,-,o,x,o,x,owin
3409,-,o,-,x,-,o,x,o,-,xwin
3410,-,o,-,x,-,o,-,x,-,owin
3411,-,o,-,x,-,o,-,x,o,draw
3412,-,o,-,x,-,o,-,-,x,draw
3413,-,o,-,x,-,o,-,-,-,draw
3414,-,o,-,x,-,o,-,o,x,draw
3415,-,o,-,x,-,o,o,x,x,owin
3416,-,o,-,x,-,o,o,x,-,draw
3417,-,o,-,x,-,o,o,-,x,draw
3418,-,o,-,x,o,x,x,-,o,owin
3419,-,o,-,x,o,x,x,o,-,owin
3420,-,o,-,x,o,x,x,o,o,owin
3421,-,o,-,x,o,x,-,x,o,owin
3422,-,o,-,x,o,x,-,-,-,owin
3423,-,o,-,x,o,x,-,-,o,owin
3424,-,o,-,x,o,x,-,o,x,owin
3425,-,o,-,x,o,x,-,o,-,owin
3426,-,o,-,x,o,x,o,x,-,owin
3427,-,o,-,x,o,x,o,x,o,owin
3428,-,o,-,x,o,x,o,-,x,owin
3429,-,o,-,x,o,x,o,-,-,owin
3430,-,o,-,x,o,x,o,o,x,owin
3431,-,o,-,x,o,-,x,x,o,owin
3432,-,o,-,x,o,-,x,-,-,owin
3433,-,o,-,x,o,-,x,-,o,xwin
3434,-,o,-,x,o,-,x,o,x,owin
3435,-,o,-,x,o,-,x,o,-,owin
3436,-,o,-,x,o,-,-,x,-,owin
3437,-,o,-,x,o,-,-,x,o,draw
3438,-,o,-,x,o,-,-,-,x,owin
3439,-,o,-,x,o,-,-,-,-,owin
3440,-,o,-,x,o,-,-,o,x,owin
3441,-,o,-,x,o,-,o,x,x,owin
3442,-,o,-,x,o,-,o,x,-,draw
3443,-,o,-,x,o,-,o,-,x,owin
3444,-,o,-,x,o,o,x,x,-,xwin
3445,-,o,-,x,o,o,x,x,o,xwin
3446,-,o,-,x,o,o,x,-,x,owin
3447,-,o,-,x,o,o,x,-,-,xwin
3448,-,o,-,x,o,o,x,o,x,owin
3449,-,o,-,x,o,o,-,x,x,draw
3450,-,o,-,x,o,o,-,x,-,xwin
3451,-,o,-,x,o,o,-,-,x,draw
3452,-,o,-,x,o,o,o,x,x,draw
3453,-,o,-,-,x,x,x,o,o,xwin
3454,-,o,-,-,x,x,-,-,o,draw
3455,-,o,-,-,x,x,-,o,-,xwin
3456,-,o,-,-,x,x,-,o,o,xwin
3457,-,o,-,-,x,x,o,x,o,draw
3458,-,o,-,-,x,x,o,-,-,draw
3459,-,o,-,-,x,x,o,-,o,xwin
3460,-,o,-,-,x,x,o,o,x,xwin
3461,-,o,-,-,x,x,o,o,-,xwin
3462,-,o,-,-,x,-,x,-,o,owin
3463,-,o,-,-,x,-,x,o,-,xwin
3464,-,o,-,-,x,-,x,o,o,xwin
3465,-,o,-,-,x,-,-,x,o,owin
3466,-,o,-,-,x,-,-,-,-,draw
3467,-,o,-,-,x,-,-,-,o,draw
3468,-,o,-,-,x,-,-,o,x,xwin
3469,-,o,-,-,x,-,-,o,-,xwin
3470,-,o,-,-,x,-,o,x,-,owin
3471,-,o,-,-,x,-,o,x,o,draw
3472,-,o,-,-,x,-,o,-,x,owin
3473,-,o,-,-,x,-,o,-,-,draw
3474,-,o,-,-,x,-,o,o,x,xwin
3475,-,o,-,-,x,o,x,x,o,owin
3476,-,o,-,-,x,o,x,-,-,owin
3477,-,o,-,-,x,o,x,-,o,xwin
3478,-,o,-,-,x,o,x,o,x,xwin
3479,-,o,-,-,x,o,x,o,-,xwin
3480,-,o,-,-,x,o,-,x,-,owin
3481,-,o,-,-,x,o,-,x,o,draw
3482,-,o,-,-,x,o,-,-,x,draw
3483,-,o,-,-,x,o,-,-,-,draw
3484,-,o,-,-,x,o,-,o,x,xwin
3485,-,o,-,-,x,o,o,x,x,owin
3486,-,o,-,-,x,o,o,x,-,draw
3487,-,o,-,-,x,o,o,-,x,xwin
3488,-,o,-,-,-,x,x,-,o,owin
3489,-,o,-,-,-,x,x,o,-,owin
3490,-,o,-,-,-,x,x,o,o,xwin
3491,-,o,-,-,-,x,-,x,o,owin
3492,-,o,-,-,-,x,-,-,-,owin
